service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1,0,0,0,0,0,1,0,20220327,20220813
2,0,0,0,0,0,0,1,20220327,20220813
10,1,1,1,1,1,0,0,20220327,20220813
92610,0,0,0,0,0,0,0,20220327,20220813
12010,0,0,0,0,0,0,0,20220327,20220813
87510,0,0,0,0,0,0,0,20220327,20220813
96910,0,0,0,0,0,0,0,20220327,20220813
77710,0,0,0,0,0,0,0,20220327,20220813
40510,0,0,0,0,0,0,0,20220327,20220813
